"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg10964367",0.436785027727677,-1.31648123262752,6.77069899941202,1.5806447626276e-10,6.77641969728717e-08,13.5436599355087,"chr8",1771973,"-","ARHGEF10","TSS200","Island",8,1.771973
"cg15650170",0.472655741678843,-1.33767377895641,6.76701318775456,1.61336087039768e-10,6.89778409804358e-08,13.5237847359639,"chr7",150783791,"+","AGAP3;AGAP3","TSS200;TSS200","Island",7,150.783791
"cg20178172",0.401886778695184,-2.98431175286848,6.76646826153343,1.61825401030531e-10,6.91762451001864e-08,13.5208468550107,"chr6",30711655,"-","IER3;FLOT1","3'UTR;TSS1500","Island",6,30.711655
"cg04230029",0.495784564483561,-1.96636891619939,6.76459622811351,1.63517545848164e-10,6.98342010617534e-08,13.5107551793049,"chr12",116526034,"-","MED13L","Body","OpenSea",12,116.526034
"cg01753003",0.481727154073064,-1.55604978713889,6.76434110091168,1.6374950232497e-10,6.99278121854693e-08,13.5093799812337,"chr11",85565989,"-","CCDC83","TSS200","Island",11,85.565989
"cg16517021",0.453680982920244,-1.27398827637655,6.75785436252234,1.69757199716218e-10,7.2206278595761e-08,13.4744253933882,"chr16",11945358,"-","RSL1D1","1stExon","Island",16,11.945358
"cg13064658",0.421770382609608,-0.769604145513223,6.75501859552068,1.72451248822639e-10,7.32327826882134e-08,13.4591508777354,"chr1",212003989,"-","LPGAT1;LPGAT1","5'UTR;1stExon","Island",1,212.003989
"cg09442654",0.51600303542846,-0.97826403843155,6.75328898072778,1.74115051521286e-10,7.38706127751264e-08,13.4498364193379,"chr8",53477881,"-","FAM150A;FAM150A","5'UTR;1stExon","Island",8,53.477881
"cg08555160",0.411893831498691,-0.837614392561358,6.75285455064927,1.74535429209706e-10,7.40317628793147e-08,13.4474971186804,"chr16",69166339,"+","CHTF8;CHTF8;CIRH1A;CHTF8;CHTF8","5'UTR;Body;TSS200;TSS1500;5'UTR","N_Shore",16,69.166339
"cg12066181",0.425596793838535,-2.37052818683145,6.75228267430924,1.75090331380238e-10,7.42556336455638e-08,13.4444178419398,"chr2",25565288,"+","DNMT3A;DNMT3A;DNMT3A","TSS1500;5'UTR;5'UTR","Island",2,25.565288
"cg11932837",0.520610805875668,-3.75473388599231,6.7501281668994,1.77196535354594e-10,7.50500995692964e-08,13.4328182806417,"chr20",16553912,"+","KIF16B","1stExon","Island",20,16.553912
"cg17204394",0.404830585174608,-2.56956493428727,6.74957373377547,1.77742562269237e-10,7.52406437386e-08,13.429833653795,"chr12",51785327,"-","GALNT6","TSS200","Island",12,51.785327
"cg12452946",0.475804045720213,-1.51697198354049,6.74450361744797,1.82813284195978e-10,7.70797231248154e-08,13.4025470619663,"chr4",128886867,"-","MFSD8;C4orf29","5'UTR;5'UTR","Island",4,128.886867
"cg03226737",0.463818307354064,-2.05998447102895,6.74219448234196,1.85169652964491e-10,7.79629096576241e-08,13.3901237632499,"chr11",7273049,"+","SYT9","TSS200","Island",11,7.273049
"cg03712541",0.429679301495181,-2.30216290705396,6.74008479168335,1.87348627700325e-10,7.88076503207569e-08,13.3787757409518,"chr17",6947294,"-","SLC16A11","TSS200","Island",17,6.947294
"cg02914422",0.434883179850231,-0.859292512057586,6.7396647298343,1.87785489194617e-10,7.89610988086611e-08,13.3765164858271,"chr7",32110145,"+","PDE1C","5'UTR","Island",7,32.110145
"cg00249511",0.409215618052753,-1.65396380312929,6.73942663031359,1.88033556353105e-10,7.90411394019921e-08,13.3752359323757,"chr11",627152,"-","SCT;SCT","5'UTR;1stExon","Island",11,0.627152
"cg18058689",0.517275502010346,-1.94537796197382,6.73895136417931,1.88529683987906e-10,7.92192957656111e-08,13.372679924819,"chr13",93879670,"+","GPC6;GPC6","1stExon;5'UTR","Island",13,93.87967
"cg11056748",0.433716554867653,-2.00012112761646,6.7365246205302,1.91083111653309e-10,8.01508313239127e-08,13.3596304660725,"chr11",66036038,"-","RAB1B","TSS200","Island",11,66.036038
"cg12781700",0.499204895422697,-2.1471132557601,6.73566439218633,1.91996397182817e-10,8.04722964364605e-08,13.3550053979417,"chr17",42733729,"-","C17orf104","TSS200","Island",17,42.733729
"cg15953602",0.493749282746601,-1.88893421114792,6.73329012726396,1.94539463771993e-10,8.1419822274004e-08,13.3422418814908,"chr8",75896720,"-","CRISPLD1","TSS200","Island",8,75.89672
"cg18070676",0.420314157892211,-1.79163129390856,6.73082857709794,1.97211037998e-10,8.24120199133096e-08,13.329012020454,"chr14",85997519,"-","FLRT2","5'UTR","Island",14,85.997519
"cg02214188",0.602483870016072,-0.521636445380291,6.73061687999861,1.97442477328983e-10,8.24961493227058e-08,13.3278743690949,"chr4",104020949,"+","BDH2;BDH2","1stExon;5'UTR","OpenSea",4,104.020949
"cg11658038",0.559542027770343,-1.81829730627936,6.72917320907208,1.99027926793493e-10,8.31015429445719e-08,13.320116720752,"chr5",141303204,"+","KIAA0141;KIAA0141","TSS200;TSS200","Island",5,141.303204
"cg04665351",0.417728453620534,-2.26255845800786,6.72214184289824,2.06930812406795e-10,8.60994179090626e-08,13.2823477149878,"chr12",3000000,"-","TULP3;TULP3","TSS200;TSS200","Island",12,3
"cg03669797",0.54630957460072,-2.52449510390072,6.72071154227574,2.08575810015266e-10,8.67048395621769e-08,13.2746677859916,"chr18",37421651,"-","","","Island",18,37.421651
"cg06962442",0.459859803999121,-1.02451513492635,6.72003204220809,2.09361811956862e-10,8.69785387341709e-08,13.2710195916555,"chr16",68271698,"+","","","Island",16,68.271698
"cg14310703",0.422274205915769,-1.33511665632514,6.71980380824993,2.09626472021974e-10,8.70623194344589e-08,13.2697942677712,"chr3",126006903,"-","","","Island",3,126.006903
"cg10614909",0.453427932825576,-3.49762607413491,6.71952623789065,2.09948786509512e-10,8.71895731980581e-08,13.268304104717,"chr22",20105024,"-","TRMT2A;TRMT2A;RANBP1;RANBP1","TSS1500;TSS1500;1stExon;5'UTR","Island",22,20.105024
"cg19580752",0.401228664591212,-2.38447937779264,6.71858362973975,2.11046988614175e-10,8.75792520585702e-08,13.2632439018277,"chr10",135050355,"+","VENTX","TSS1500","Island",10,135.050355
"cg01925397",0.404093366739395,-2.03359568393898,6.71566314164172,2.14485587099686e-10,8.88715412704895e-08,13.2475685868422,"chr22",45636477,"+","C22orf9","Body","Island",22,45.636477
"cg17573292",0.488794766740208,-1.98808946328,6.7142072934547,2.16220253415392e-10,8.94887654617281e-08,13.2397560713935,"chr4",24801801,"-","SOD3","Body","Island",4,24.801801
"cg02632852",0.484014292742916,-1.34120023197621,6.7122885514565,2.18527578038426e-10,9.03277012024728e-08,13.2294611034972,"chr17",5094881,"-","ZNF594","5'UTR","Island",17,5.094881
"cg03103770",0.512956259858431,-1.90787557567138,6.71076325080932,2.20379061386452e-10,9.10243240884059e-08,13.2212784137486,"chr19",1753464,"-","ONECUT3","TSS200","Island",19,1.753464
"cg02924562",0.400869148878255,-1.99106241257776,6.7093693496754,2.2208454634462e-10,9.16527350377815e-08,13.2138016248488,"chr1",26372469,"+","SLC30A2;SLC30A2;SLC30A2;SLC30A2","1stExon;5'UTR;1stExon;5'UTR","Island",1,26.372469
"cg02144298",0.415431365670917,-3.56283176519028,6.70912853171344,2.22380508753471e-10,9.1767963286944e-08,13.212509989792,"chr19",33792681,"-","CEBPA;LOC80054","1stExon;TSS1500","Island",19,33.792681
"cg10848272",0.448290995735481,-2.63935677121333,6.70835000486254,2.23339968309052e-10,9.21222585112287e-08,13.2083345285243,"chr14",70653719,"-","SLC8A3;SLC8A3;SLC8A3;SLC8A3","5'UTR;5'UTR;5'UTR;5'UTR","N_Shore",14,70.653719
"cg18141828",0.457020911786879,-2.14096450573066,6.70375841823901,2.29082117726327e-10,9.42140921754113e-08,13.183714543505,"chr1",29139121,"-","OPRD1","1stExon","Island",1,29.139121
"cg26759515",0.496357637429785,-0.826588096048486,6.70153465426514,2.31915112979421e-10,9.52504949363502e-08,13.1717944618278,"chr16",67515027,"-","ATP6V0D1;ATP6V0D1","1stExon;5'UTR","Island",16,67.515027
"cg13547574",0.405126149266649,-2.67650425961568,6.70030496187868,2.33496477354386e-10,9.58209568244083e-08,13.1652039546636,"chr7",89840899,"+","STEAP2;STEAP2","TSS200;TSS1500","Island",7,89.840899
"cg08391321",0.480760156024081,-0.93065273643249,6.70021836878824,2.33608233877415e-10,9.58596377958148e-08,13.1647398888329,"chr5",112630695,"-","MCC;MCC","TSS200;Body","S_Shore",5,112.630695
"cg00804628",0.482018662017885,-1.27317206739625,6.69971277162404,2.34261806637994e-10,9.60846430695486e-08,13.1620303880356,"chr2",139537845,"+","NXPH2","TSS200","Island",2,139.537845
"cg17170111",0.415968717039617,-1.47985463439303,6.69968831955704,2.34293460804068e-10,9.60904317664007e-08,13.1618993522977,"chr1",173837794,"+","SNORD74;ZBTB37;GAS5;ZBTB37","TSS1500;5'UTR;TSS1500;5'UTR","Island",1,173.837794
"cg08249988",0.423758058574724,-1.43226445195588,6.69953133693514,2.34496781321462e-10,9.61666195935639e-08,13.1610581079193,"chr19",19322818,"-","NCAN;NCAN","1stExon;5'UTR","Island",19,19.322818
"cg15744492",0.416677671484039,-0.755567234622783,6.69903472832182,2.35141122694727e-10,9.64164268303372e-08,13.1583969421415,"chr19",55880984,"-","IL11","Body","S_Shore",19,55.880984
"cg01289656",0.463078768184844,-1.11700494449833,6.69609537953921,2.38990721772784e-10,9.77680457064267e-08,13.1426483807506,"chr12",51984945,"-","SCN8A","TSS200","Island",12,51.984945
"cg25361023",0.474953353864136,-3.65408804235701,6.69514700739748,2.40245971365891e-10,9.82595390612076e-08,13.1375680537126,"chr12",54133653,"+","","","S_Shore",12,54.133653
"cg09899665",0.554656930111362,0.0579161801051689,6.69368378264132,2.42195413855978e-10,9.89308055593953e-08,13.1297305780394,"chr13",76123907,"-","UCHL3","TSS200","Island",13,76.123907
"cg22500428",0.419091670475651,-2.39962067070096,6.69074661285284,2.46155701146883e-10,1.0039924640312e-07,13.1140013610419,"chr12",4381882,"-","CCND2","TSS1500","Island",12,4.381882
"cg24430140",0.600943101667995,-2.15233791943247,6.68876654383685,2.4886139868662e-10,1.01329294203312e-07,13.1034000160227,"chr19",57276642,"+","","","Island",19,57.276642
"cg19845873",0.442312104304918,-2.47432382740472,6.68615572335957,2.52473790345408e-10,1.0266280574514e-07,13.0894245391118,"chr20",34203793,"-","SPAG4","TSS200","Island",20,34.203793
"cg12314527",0.504334221909348,0.390351929389494,6.68353132062988,2.56156984834924e-10,1.03990675695325e-07,13.075379716991,"chr22",19110193,"-","DGCR2","TSS1500","Island",22,19.110193
"cg23532765",0.499625826051041,-1.09415169149811,6.68242433178012,2.57726392204785e-10,1.04573552145011e-07,13.069456536982,"chr6",13925505,"-","RNF182;RNF182;RNF182;RNF182;RNF182","5'UTR;5'UTR;5'UTR;1stExon;5'UTR","Island",6,13.925505
"cg14073497",0.425653915865554,-2.76074979046976,6.68174749817594,2.58690615753585e-10,1.04918163006681e-07,13.0658352898115,"chr11",68611479,"+","","","Island",11,68.611479
"cg16020747",0.520967628457697,-0.58412971058633,6.68083743625145,2.59992697789399e-10,1.0539163430849e-07,13.0609665599975,"chr8",85095394,"-","RALYL;RALYL;RALYL","TSS200;TSS200;TSS200","N_Shore",8,85.095394
"cg12188986",0.435667495005793,-1.07877017812286,6.67903320376611,2.62593227125633e-10,1.06351358219474e-07,13.0513153162083,"chr11",93063886,"-","CCDC67;CCDC67","1stExon;5'UTR","Island",11,93.063886
"cg08194879",0.522521196006098,-2.01661765249842,6.67573256491887,2.67417030933263e-10,1.08057364230538e-07,13.0336635859253,"chr6",123317569,"-","CLVS2","TSS200","Island",6,123.317569
"cg21092324",0.411315532930847,-1.49375029245464,6.67487565187568,2.68683584422094e-10,1.08529123781563e-07,13.0290817102305,"chr4",90816310,"+","MMRN1","1stExon","OpenSea",4,90.81631
"cg24152605",0.599014228083844,-0.684484983910753,6.67039191604467,2.7540762844318e-10,1.11007789935082e-07,13.0051132458355,"chr19",57050359,"-","ZFP28;ZFP28","1stExon;5'UTR","Island",19,57.050359
"cg18663063",0.497585642984661,-0.791687293913165,6.67014241750409,2.75786615650222e-10,1.11152368878391e-07,13.0037798045906,"chr5",68710907,"-","MARVELD2;MARVELD2","TSS200;TSS200","Island",5,68.710907
"cg13731052",0.44274689608328,-2.65700218793643,6.66902293788751,2.7749342888375e-10,1.11774490346301e-07,12.9977971384163,"chr19",36136049,"+","","","S_Shore",19,36.136049
"cg08833169",0.414977824329187,-2.01078842331565,6.66759239515928,2.7968964308916e-10,1.12543273144628e-07,12.9901529997398,"chr11",810149,"-","RPLP2","5'UTR","Island",11,0.810149
"cg11572340",0.422615533174828,-2.03473378687779,6.66702426679431,2.8056659018073e-10,1.12862983757583e-07,12.9871174711879,"chr10",103603569,"-","KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2;KCNIP2","1stExon;5'UTR;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon","Island",10,103.603569
"cg10762109",0.405362142218916,-1.20548698537303,6.66686914874779,2.80806496036266e-10,1.12942902928997e-07,12.9862886979016,"chr1",48463113,"-","","","S_Shore",1,48.463113
"cg02809009",0.577238016993129,-1.56046765205537,6.66595335366137,2.82226986771022e-10,1.13417768830177e-07,12.9813959780054,"chr19",50354510,"+","PTOV1;PTOV1","5'UTR;1stExon","Island",19,50.35451
"cg06906980",0.492477039580517,-1.64304965684635,6.66268283948679,2.87357852446073e-10,1.15264789958584e-07,12.9639263162724,"chr8",86157935,"+","CA13;CA13","1stExon;5'UTR","Island",8,86.157935
"cg02911637",0.404458231686725,-1.34453514473838,6.65925633066996,2.92831927226551e-10,1.17228784919936e-07,12.9456290379349,"chr11",36531318,"-","TRAF6;TRAF6","5'UTR;5'UTR","Island",11,36.531318
"cg11549132",0.434786166569593,-2.33881281844815,6.65644227292716,2.97404220207144e-10,1.18807417072757e-07,12.9306065167054,"chr2",99061257,"-","INPP4A;INPP4A;INPP4A;INPP4A","TSS200;TSS200;TSS200;TSS200","Island",2,99.061257
"cg17520927",0.403306336171964,-3.48113949511339,6.6562303758937,2.97751342192411e-10,1.1891559383609e-07,12.929475486678,"chr1",10458905,"-","PGD","TSS200","Island",1,10.458905
"cg04209911",0.400194048087343,-1.22642128577962,6.65555001373913,2.98868584410599e-10,1.1927479533509e-07,12.92584410798,"chr1",177140145,"-","FAM5B","TSS1500","Island",1,177.140145
"cg06619066",0.417877063875447,-1.43700058754165,6.65554367905392,2.98879006141249e-10,1.1927479533509e-07,12.9258102981738,"chr18",24765154,"+","CHST9;CHST9","1stExon;5'UTR","Island",18,24.765154
"cg12908608",0.421107238096924,-3.78883800602308,6.65545475630869,2.99025338285075e-10,1.19324499980998e-07,12.9253356972296,"chr2",198380725,"+","MOBKL3;MOBKL3;MOBKL3","5'UTR;TSS200;TSS200","Island",2,198.380725
"cg15811515",0.460367329225111,-1.02228135982898,6.65513885212418,2.99545763751987e-10,1.19488652994987e-07,12.9236496761205,"chr16",31580989,"+","CSDAP1","TSS200","Island",16,31.580989
"cg07116851",0.4058005664594,-1.80931890195898,6.65301311281109,3.03070995264915e-10,1.20780532193325e-07,12.9123056106252,"chr12",58146173,"-","CDK4","TSS200","Island",12,58.146173
"cg11169641",0.444309949412832,-1.61323667734139,6.65192120078464,3.04897614659726e-10,1.21455466476556e-07,12.9064794575165,"chr11",20230021,"+","","","OpenSea",11,20.230021
"cg11122148",0.474331076539428,-0.787975630149213,6.65167769453217,3.05306442494224e-10,1.21600637583109e-07,12.9051802527893,"chr13",45150705,"+","TSC22D1","TSS200","Island",13,45.150705
"cg02424695",0.453739931537566,-2.86357211340491,6.65140216272108,3.05769689351881e-10,1.21767437901923e-07,12.9037102139273,"chr17",17399795,"+","RASD1","TSS200","Island",17,17.399795
"cg02585906",0.409753365555488,-2.22363055045813,6.65057813148867,3.07159250798496e-10,1.22240829196619e-07,12.8993140012517,"chr11",415088,"+","SIGIRR;SIGIRR;SIGIRR","5'UTR;TSS200;5'UTR","N_Shore",11,0.415088
"cg17839259",0.422601135865064,-2.98044178927644,6.64984608979169,3.08398902218692e-10,1.22653980824639e-07,12.8954088340471,"chr20",62715661,"+","OPRL1;C20orf201;C20orf201;OPRL1","5'UTR;1stExon;5'UTR;5'UTR","Island",20,62.715661
"cg11995801",0.407827490531833,-2.50727217190185,6.64890847133364,3.09993874948714e-10,1.23216755972698e-07,12.8904073778546,"chr2",232826275,"+","DIS3L2","TSS200","Island",2,232.826275
"cg18021902",0.495315153597166,0.0183066532816705,6.64452588107443,3.17557360275371e-10,1.25894250931346e-07,12.8670354571889,"chr1",3567119,"+","WDR8","TSS1500","Island",1,3.567119
"cg00531400",0.474563809873584,-0.919127260334509,6.63897480084198,3.27398570304648e-10,1.29514569712366e-07,12.8374456981686,"chr12",125348358,"-","SCARB1;SCARB1;SCARB1;SCARB1","1stExon;5'UTR;1stExon;5'UTR","Island",12,125.348358
"cg23927983",0.491267505070132,-1.02486058031889,6.63877524605555,3.2775788310329e-10,1.29637986140706e-07,12.8363822645315,"chr2",179315956,"+","PRKRA;PRKRA;PRKRA;PRKRA;MIR548N;DFNB59","TSS1500;1stExon;5'UTR;TSS1500;Body;TSS1500","Island",2,179.315956
"cg00323305",0.433046776361661,-3.10490768567354,6.63796769987491,3.29215895208273e-10,1.30148894046635e-07,12.8320790267898,"chr3",24537182,"-","THRB;THRB;THRB","TSS1500;TSS1500;TSS1500","Island",3,24.537182
"cg01861389",0.463543985475697,-1.47133374825392,6.63603791536821,3.32725991795718e-10,1.31384836612064e-07,12.821796930328,"chr16",57481027,"-","COQ9;CIAPIN1","TSS1500;5'UTR","Island",16,57.481027
"cg03804213",0.40462608866234,-2.03351305675723,6.63519974256026,3.3426199701149e-10,1.31953319024239e-07,12.8173316300027,"chr13",37248078,"-","C13orf36;C13orf36","5'UTR;1stExon","Island",13,37.248078
"cg23932859",0.409754962438784,-1.00724854221033,6.63494215564268,3.34735441691535e-10,1.32121174372475e-07,12.815959425528,"chr5",126625777,"+","MEGF10","TSS1500","N_Shore",5,126.625777
"cg10064339",0.42958843840761,-3.16246302910671,6.63473093691095,3.35124154017069e-10,1.32255542031947e-07,12.8148342558682,"chr11",73693792,"-","UCP2;UCP2","1stExon;5'UTR","Island",11,73.693792
"cg24675998",0.474221148752454,-1.11502543510186,6.63180153076314,3.40561252471442e-10,1.34188597842505e-07,12.7992314801779,"chr3",134369661,"+","KY","Body","Island",3,134.369661
"cg08760073",0.502167864886376,-1.39143346797689,6.63160400033568,3.40930985163438e-10,1.34324619070464e-07,12.7981795347125,"chr22",51021304,"+","CHKB-CPT1B;CHKB;LOC100144603;CHKB","Body;5'UTR;TSS200;1stExon","Island",22,51.021304
"cg11113759",0.46731738587951,-1.8283673433558,6.62724253737513,3.49196058118489e-10,1.37196176574771e-07,12.7749575457163,"chr14",105886081,"-","MTA1","TSS200","OpenSea",14,105.886081
"cg15445478",0.474866040575393,-2.24583980667691,6.62453708798013,3.54421702625874e-10,1.3904983340122e-07,12.7605574981523,"chr2",75938132,"+","C2orf3","TSS200","Island",2,75.938132
"cg09570535",0.427436187889459,-0.231704513437695,6.61647327935449,3.70457903488313e-10,1.44709107446231e-07,12.7176585227364,"chr17",75136971,"+","SEC14L1;SEC14L1;SEC14L1;SEC14L1","TSS200;TSS200;TSS200;TSS200","Island",17,75.136971
"cg17886164",0.477309601929889,-2.84499108423077,6.61436633759836,3.7476421522441e-10,1.46130747524806e-07,12.7064550347786,"chr1",38061605,"+","GNL2","TSS200","Island",1,38.061605
"cg17738169",0.518849395668569,-2.20609369945759,6.61435145849612,3.74794800615232e-10,1.46132271985723e-07,12.7063759242232,"chr19",14444397,"+","","","Island",19,14.444397
"cg20935933",0.505536977005635,-1.37286294237764,6.61430610456938,3.74888045021586e-10,1.46158225204179e-07,12.706134783045,"chr6",143382018,"+","AIG1","TSS200","S_Shore",6,143.382018
"cg12184864",0.402347665804848,-2.52794779717143,6.60965972143569,3.84562615088976e-10,1.49589388353941e-07,12.6814359562023,"chr1",994498,"-","","","Island",1,0.994498
"cg24322398",0.400109530666484,-2.14371578724087,6.60908768112455,3.85770555737124e-10,1.49995355228641e-07,12.6783958971739,"chr17",72889791,"-","FADS6","TSS200","Island",17,72.889791
"cg27539546",0.438613394583613,-1.2663253853415,6.60826219788859,3.87520258698067e-10,1.50590167012645e-07,12.6740092242266,"chr16",29911634,"+","SEZ6L2;SEZ6L2;ASPHD1;SEZ6L2;SEZ6L2","TSS1500;TSS1500;TSS1500;TSS1500;TSS1500","Island",16,29.911634
"cg00916884",0.624270434588177,-1.96117730654124,6.60808035658575,3.87906739640345e-10,1.50718970174916e-07,12.6730429529486,"chr16",56666334,"+","MT1M","TSS200","Island",16,56.666334
"cg08453281",0.408995007632363,-2.18158609269056,6.60605053254274,3.92246704788513e-10,1.52200132168585e-07,12.6622579569291,"chr3",50396971,"+","TMEM115","TSS200","Island",3,50.396971
"cg06128198",0.446513866376706,-2.0115137996506,6.60484194845542,3.94853431563278e-10,1.53048987567642e-07,12.655837400867,"chr10",128593922,"+","DOCK1","TSS200","Island",10,128.593922
"cg20704215",0.41694892580354,-1.78082755524098,6.60364684383451,3.97447843221833e-10,1.53989232149112e-07,12.6494891684936,"chr1",35658192,"-","SFPQ","1stExon","Island",1,35.658192
"cg19306474",0.401341788110522,-1.90030956573567,6.6021480693898,4.00725197481112e-10,1.5516026181886e-07,12.6415288880965,"chr10",6243561,"-","PFKFB3;PFKFB3","TSS1500;Body","Island",10,6.243561
"cg13198321",0.525665489139506,-1.79280631654532,6.60080332979721,4.03688346824579e-10,1.56197186982082e-07,12.6343876681922,"chr15",58357891,"-","ALDH1A2;ALDH1A2;ALDH1A2;ALDH1A2","5'UTR;1stExon;1stExon;5'UTR","Island",15,58.357891
"cg16458494",0.447293350798875,0.362982380662589,6.59911483920876,4.0743949807771e-10,1.57437321377658e-07,12.625422238717,"chr15",95870262,"-","","","Island",15,95.870262
"cg02921350",0.474513218909158,-1.12911444721208,6.59719924361486,4.11736719050651e-10,1.5895204047443e-07,12.6152526623255,"chr14",69260300,"+","ZFP36L1","TSS1500","Island",14,69.2603
"cg14415733",0.444420702692356,-2.59793104348625,6.59305284331152,4.21191559133145e-10,1.62247654051313e-07,12.5932463803248,"chr1",39957204,"+","BMP8A","TSS200","Island",1,39.957204
"cg18863595",0.492669812384752,-0.280401756070987,6.59297514934193,4.21370744321387e-10,1.6230167742827e-07,12.5928341152144,"chr3",6902845,"-","GRM7;GRM7;GRM7;GRM7","1stExon;5'UTR;5'UTR;1stExon","Island",3,6.902845
"cg11979294",0.441063440790122,-0.762806427872894,6.5920961077396,4.23403305034046e-10,1.62962131955305e-07,12.5881698936461,"chr10",103880575,"-","LDB1","TSS1500","Island",10,103.880575
"cg00376544",0.454177964661939,-1.8475083425866,6.59076693926766,4.26495002271495e-10,1.64059870073052e-07,12.5811180172222,"chr17",6679348,"+","FBXO39","TSS1500","Island",17,6.679348
"cg26664634",0.404087983196164,-1.88611879569375,6.58869701602645,4.31354002164669e-10,1.65766021221752e-07,12.5701378367309,"chr2",148778495,"+","ORC4L;ORC4L;ORC4L","TSS200;5'UTR;TSS200","Island",2,148.778495
"cg07489950",0.402903694453385,-3.28165986810526,6.58632553552215,4.36987849695377e-10,1.67695785490575e-07,12.5575606348638,"chr5",40835510,"-","RPL37","TSS200","Island",5,40.83551
"cg26894523",0.441244099765008,-1.29164567781223,6.58249163048001,4.46249408382744e-10,1.70974469126096e-07,12.5372333719056,"chr4",107725,"-","ZNF718","Body","Island",4,0.107725
"cg07846220",0.644592154611344,-1.89524954940169,6.57908017986656,4.54652624354972e-10,1.73950726736946e-07,12.5191521279781,"chr18",7117680,"+","LAMA1","1stExon","Island",18,7.11768
"cg08165532",0.423106900936795,-1.2846733190619,6.57670390283953,4.60597743428069e-10,1.76035745157323e-07,12.5065609119263,"chr3",133293146,"-","CDV3;CDV3;CDV3","Body;TSS200;Body","S_Shore",3,133.293146
"cg25440818",0.424653379046143,-1.85824137578074,6.5765682160706,4.60939511524065e-10,1.76134669263019e-07,12.5058420316014,"chr17",1953382,"-","MIR132","TSS200","Island",17,1.953382
"cg05804220",0.431621745564898,-1.91415664917604,6.5740325267536,4.67372496703829e-10,1.7833162006424e-07,12.4924094238558,"chr15",45422062,"+","DUOX1;DUOX1;DUOXA1","TSS200;TSS200;TSS200","Island",15,45.422062
"ch.9.98959675F",0.569119012388942,-1.53020613082619,6.57368155486163,4.68269834026648e-10,1.78608394059649e-07,12.4905504324287,"chr9",99919854,"+","","","OpenSea",9,99.919854
"cg03260566",0.454895775402349,-1.45000918489309,6.57053419273912,4.7639287705394e-10,1.81444865125625e-07,12.4738825691946,"chr4",20256841,"+","SLIT2","Body","Island",4,20.256841
"cg23126342",0.560183559233076,0.923635989785037,6.56392414105727,4.93906681452926e-10,1.87424746083622e-07,12.4388930879255,"chr13",67801125,"-","PCDH9;PCDH9","Body;Body","N_Shelf",13,67.801125
"cg00140191",0.403012455792541,-1.36909538865126,6.5638035282143,4.94232066763331e-10,1.87535230547359e-07,12.4382548425099,"chr6",35656242,"-","FKBP5;FKBP5;FKBP5;FKBP5","5'UTR;5'UTR;5'UTR;5'UTR","Island",6,35.656242
"cg00966591",0.437573005397845,-1.49729688722653,6.56082364478477,5.02338391758146e-10,1.90360630516403e-07,12.4224885504642,"chr1",20126388,"-","TMCO4;TMCO4","5'UTR;1stExon","Island",1,20.126388
"cg17855264",0.427752806508196,-1.71691890368242,6.55621402553769,5.15136469632612e-10,1.94765839964068e-07,12.3981082581184,"chr15",37180636,"+","","","S_Shore",15,37.180636
"cg23010538",0.473627007047678,-2.18733350657555,6.55390432524491,5.21669153258213e-10,1.96896021956702e-07,12.3858962604201,"chr1",190447290,"+","FAM5C","TSS1500","OpenSea",1,190.44729
"cg08069425",0.424246721391999,-1.81387399694821,6.55368208934909,5.22301998906843e-10,1.97115190197415e-07,12.38472138177,"chr19",2841294,"-","ZNF555","TSS200","Island",19,2.841294
"cg24843380",0.470020774373636,-1.21666175426312,6.55221664881648,5.2649397891138e-10,1.98580258608843e-07,12.3769747637402,"chr5",178367827,"+","ZNF454","TSS1500","Island",5,178.367827
"cg07254054",0.491098480323588,-2.01033018426715,6.55183820366183,5.2758190924507e-10,1.98949504560628e-07,12.3749744008202,"chr3",96533258,"+","EPHA6","TSS200","Island",3,96.533258
"cg19872463",0.425080296560449,-2.78083055577317,6.55139752332578,5.28851536010444e-10,1.99359659942184e-07,12.372645169664,"chr12",6881629,"-","LAG3","TSS200","N_Shore",12,6.881629
"cg13316077",0.430126295266102,-2.24370898947819,6.54954124902711,5.34232645552953e-10,2.01139021513673e-07,12.3628348402551,"chr2",105946013,"+","TGFBRAP1;TGFBRAP1","5'UTR;5'UTR","N_Shore",2,105.946013
"cg15864834",0.407667903544383,-2.19478829002719,6.54870224712726,5.36682444568677e-10,2.01978137539414e-07,12.358401320475,"chr2",237088197,"+","","","Island",2,237.088197
"cg14312538",0.46216490840331,-2.40185060349141,6.54638246149119,5.4351363403815e-10,2.0417025459977e-07,12.3461447712885,"chr18",25757710,"-","CDH2","TSS1500","Island",18,25.75771
"cg18159583",0.451439615983317,-2.3632114088471,6.54372383415841,5.51447836742682e-10,2.06852853555743e-07,12.3321012903776,"chr7",87505730,"-","SLC25A40;DBF4;DBF4","TSS200;1stExon;5'UTR","Island",7,87.50573
